"date","location","new_cases","new_deaths","total_cases","total_deaths","percentage_cases_growth","days_since_100"
2020-03-07,"Norway",27,0,113,0,0.313953488372093,1
2020-03-08,"Norway",34,0,147,0,0.300884955752212,2
2020-03-09,"Norway",22,0,169,0,0.149659863945578,3
2020-03-10,"Norway",23,0,192,0,0.136094674556213,4
2020-03-11,"Norway",85,0,277,0,0.442708333333333,5
2020-03-12,"Norway",212,0,489,0,0.765342960288809,6
2020-03-13,"Norway",0,0,489,1,0,7
2020-03-14,"Norway",261,0,750,1,0.533742331288344,8
2020-03-15,"Norway",157,0,907,1,0.209333333333333,9
2020-03-16,"Norway",170,0,1077,1,0.187431091510474,10
2020-03-05,"Palestine",0,0,4,0,0,0
2020-03-06,"Palestine",3,0,7,0,0.75,0
2020-03-07,"Palestine",9,0,16,0,1.28571428571429,0
2020-03-08,"Palestine",0,0,16,0,0,0
2020-03-09,"Palestine",3,0,19,0,0.1875,0
2020-03-10,"Palestine",7,0,26,0,0.368421052631579,0
2020-03-11,"Palestine",4,0,30,0,0.153846153846154,0
2020-03-12,"Palestine",0,0,30,0,0,0
2020-03-13,"Palestine",1,0,31,0,0.0333333333333333,0
2020-03-14,"Palestine",4,0,35,0,0.129032258064516,0
2020-03-15,"Palestine",3,0,38,0,0.0857142857142857,0
2020-03-16,"Palestine",0,0,38,0,0,0
2020-02-25,"Oman",0,0,2,0,0,0
2020-02-26,"Oman",2,0,4,0,1,0
2020-02-27,"Oman",0,0,4,0,0,0
2020-02-28,"Oman",2,0,6,0,0.5,0
2020-02-29,"Oman",0,0,6,0,0,0
2020-03-01,"Oman",0,0,6,0,0,0
2020-03-02,"Oman",0,0,6,0,0,0
2020-03-03,"Oman",0,0,6,0,0,0
2020-03-04,"Oman",6,0,12,0,1,0
2020-03-05,"Oman",3,0,15,0,0.25,0
2020-03-06,"Oman",1,0,16,0,0.0666666666666667,0
2020-03-07,"Oman",0,0,16,0,0,0
2020-03-08,"Oman",0,0,16,0,0,0
2020-03-09,"Oman",0,0,16,0,0,0
2020-03-10,"Oman",2,0,18,0,0.125,0
2020-03-11,"Oman",0,0,18,0,0,0
2020-03-12,"Oman",0,0,18,0,0,0
2020-03-13,"Oman",0,0,18,0,0,0
2020-03-14,"Oman",1,0,19,0,0.0555555555555556,0
2020-03-15,"Oman",1,0,20,0,0.0526315789473684,0
2020-03-16,"Oman",2,0,22,0,0.1,0
2020-02-27,"Pakistan",0,0,2,0,0,0
2020-02-28,"Pakistan",0,0,2,0,0,0
2020-02-29,"Pakistan",0,0,2,0,0,0
2020-03-01,"Pakistan",2,0,4,0,1,0
2020-03-02,"Pakistan",0,0,4,0,0,0
2020-03-03,"Pakistan",1,0,5,0,0.25,0
2020-03-04,"Pakistan",0,0,5,0,0,0
2020-03-05,"Pakistan",0,0,5,0,0,0
2020-03-06,"Pakistan",0,0,5,0,0,0
2020-03-07,"Pakistan",0,0,5,0,0,0
2020-03-08,"Pakistan",0,0,5,0,0,0
2020-03-09,"Pakistan",1,0,6,0,0.2,0
2020-03-10,"Pakistan",10,0,16,0,1.66666666666667,0
2020-03-11,"Pakistan",0,0,16,0,0,0
2020-03-12,"Pakistan",3,0,19,0,0.1875,0
2020-03-13,"Pakistan",1,0,20,0,0.0526315789473684,0
2020-03-14,"Pakistan",1,0,21,0,0.05,0
2020-03-15,"Pakistan",7,0,28,0,0.333333333333333,0
2020-03-16,"Pakistan",24,0,52,0,0.857142857142857,0
2020-03-10,"Panama",0,0,1,0,0,0
2020-03-11,"Panama",7,0,8,1,7,0
2020-03-12,"Panama",2,0,10,1,0.25,0
2020-03-13,"Panama",4,0,14,1,0.4,0
2020-03-14,"Panama",13,0,27,1,0.928571428571429,0
2020-03-15,"Panama",0,0,27,1,0,0
2020-03-16,"Panama",16,0,43,1,0.592592592592593,0
2020-03-09,"Paraguay",0,0,1,0,0,0
2020-03-10,"Paraguay",0,0,1,0,0,0
2020-03-11,"Paraguay",4,0,5,0,4,0
2020-03-12,"Paraguay",0,0,5,0,0,0
2020-03-13,"Paraguay",0,0,5,0,0,0
2020-03-14,"Paraguay",1,0,6,0,0.2,0
2020-03-15,"Paraguay",0,0,6,0,0,0
2020-03-16,"Paraguay",2,0,8,0,0.333333333333333,0
2020-03-07,"Peru",0,0,1,0,0,0
2020-03-08,"Peru",5,0,6,0,5,0
2020-03-09,"Peru",0,0,6,0,0,0
2020-03-10,"Peru",3,0,9,0,0.5,0
2020-03-11,"Peru",2,0,11,0,0.222222222222222,0
2020-03-12,"Peru",6,0,17,0,0.545454545454545,0
2020-03-13,"Peru",5,0,22,0,0.294117647058824,0
2020-03-14,"Peru",6,0,28,0,0.272727272727273,0
2020-03-15,"Peru",15,0,43,0,0.535714285714286,0
2020-03-16,"Peru",28,0,71,0,0.651162790697674,0
2020-01-30,"Philippines",0,0,1,0,0,0
2020-01-31,"Philippines",0,0,1,0,0,0
2020-02-01,"Philippines",0,0,1,0,0,0
2020-02-02,"Philippines",1,0,2,1,1,0
2020-02-03,"Philippines",0,0,2,1,0,0
2020-02-04,"Philippines",0,0,2,1,0,0
2020-02-05,"Philippines",1,0,3,1,0.5,0
2020-02-06,"Philippines",0,0,3,1,0,0
2020-02-07,"Philippines",0,0,3,1,0,0
2020-02-08,"Philippines",0,0,3,1,0,0
2020-02-09,"Philippines",0,0,3,1,0,0
2020-02-10,"Philippines",0,0,3,1,0,0
2020-02-11,"Philippines",0,0,3,1,0,0
2020-02-12,"Philippines",0,0,3,1,0,0
2020-02-13,"Philippines",0,0,3,1,0,0
2020-02-14,"Philippines",0,0,3,1,0,0
2020-02-15,"Philippines",0,0,3,1,0,0
2020-02-16,"Philippines",0,0,3,1,0,0
2020-02-17,"Philippines",0,0,3,1,0,0
2020-02-18,"Philippines",0,0,3,1,0,0
2020-02-19,"Philippines",0,0,3,1,0,0
2020-02-20,"Philippines",0,0,3,1,0,0
2020-02-21,"Philippines",0,0,3,1,0,0
2020-02-22,"Philippines",0,0,3,1,0,0
2020-02-23,"Philippines",0,0,3,1,0,0
2020-02-24,"Philippines",0,0,3,1,0,0
2020-02-25,"Philippines",0,0,3,1,0,0
2020-02-26,"Philippines",0,0,3,1,0,0
2020-02-27,"Philippines",0,0,3,1,0,0
2020-02-28,"Philippines",0,0,3,1,0,0
2020-02-29,"Philippines",0,0,3,1,0,0
2020-03-01,"Philippines",0,0,3,1,0,0
2020-03-02,"Philippines",0,0,3,1,0,0
2020-03-03,"Philippines",0,0,3,1,0,0
2020-03-04,"Philippines",0,0,3,1,0,0
2020-03-05,"Philippines",0,0,3,1,0,0
2020-03-06,"Philippines",2,0,5,1,0.666666666666667,0
2020-03-07,"Philippines",0,0,5,1,0,0
2020-03-08,"Philippines",1,0,6,1,0.2,0
2020-03-09,"Philippines",4,0,10,1,0.666666666666667,0
2020-03-10,"Philippines",23,0,33,1,2.3,0
2020-03-11,"Philippines",16,0,49,1,0.484848484848485,0
2020-03-12,"Philippines",3,1,52,2,0.0612244897959184,0
2020-03-13,"Philippines",0,0,52,2,0,0
2020-03-14,"Philippines",12,0,64,2,0.230769230769231,0
2020-03-15,"Philippines",47,4,111,6,0.734375,1
2020-03-16,"Philippines",29,6,140,12,0.261261261261261,2
2020-03-04,"Poland",0,0,1,0,0,0
2020-03-05,"Poland",0,0,1,0,0,0
2020-03-06,"Poland",0,0,1,0,0,0
2020-03-07,"Poland",4,0,5,0,4,0
2020-03-08,"Poland",1,0,6,0,0.2,0
2020-03-09,"Poland",5,0,11,0,0.833333333333333,0
2020-03-10,"Poland",5,0,16,0,0.454545454545455,0
2020-03-11,"Poland",6,0,22,0,0.375,0
2020-03-12,"Poland",22,0,44,0,1,0
2020-03-13,"Poland",5,0,49,1,0.113636363636364,0
2020-03-14,"Poland",15,0,64,1,0.306122448979592,0
2020-03-15,"Poland",47,2,111,3,0.734375,1
2020-03-16,"Poland",39,0,150,3,0.351351351351351,2
2020-03-03,"Portugal",0,0,2,0,0,0
2020-03-04,"Portugal",0,0,2,0,0,0
2020-03-05,"Portugal",5,0,7,0,2.5,0
2020-03-06,"Portugal",2,0,9,0,0.285714285714286,0
2020-03-07,"Portugal",4,0,13,0,0.444444444444444,0
2020-03-08,"Portugal",8,0,21,0,0.615384615384615,0
2020-03-09,"Portugal",9,0,30,0,0.428571428571429,0
2020-03-10,"Portugal",0,0,30,0,0,0
2020-03-11,"Portugal",11,0,41,0,0.366666666666667,0
2020-03-12,"Portugal",0,0,41,0,0,0
2020-03-13,"Portugal",0,0,41,0,0,0
2020-03-14,"Portugal",71,0,112,0,1.73170731707317,1
2020-03-15,"Portugal",0,0,112,0,0,2
2020-03-16,"Portugal",133,0,245,0,1.1875,3
2020-03-14,"Puerto Rico",0,0,3,0,0,0
2020-03-15,"Puerto Rico",0,0,3,0,0,0
2020-03-16,"Puerto Rico",0,0,3,0,0,0
2020-03-01,"Qatar",0,0,1,0,0,0
2020-03-02,"Qatar",2,0,3,0,2,0
2020-03-03,"Qatar",4,0,7,0,1.33333333333333,0
2020-03-04,"Qatar",1,0,8,0,0.142857142857143,0
2020-03-05,"Qatar",0,0,8,0,0,0
2020-03-06,"Qatar",0,0,8,0,0,0
2020-03-07,"Qatar",3,0,11,0,0.375,0
2020-03-08,"Qatar",1,0,12,0,0.0909090909090909,0
2020-03-09,"Qatar",3,0,15,0,0.25,0
2020-03-10,"Qatar",3,0,18,0,0.2,0
2020-03-11,"Qatar",6,0,24,0,0.333333333333333,0
2020-03-12,"Qatar",238,0,262,0,9.91666666666667,1
2020-03-13,"Qatar",0,0,262,0,0,2
2020-03-14,"Qatar",0,0,262,0,0,3
2020-03-15,"Qatar",75,0,337,0,0.286259541984733,4
2020-03-16,"Qatar",64,0,401,0,0.189910979228487,5
2020-01-21,"South Korea",0,0,1,0,0,0
2020-01-22,"South Korea",0,0,1,0,0,0
2020-01-23,"South Korea",0,0,1,0,0,0
2020-01-24,"South Korea",1,0,2,0,1,0
2020-01-25,"South Korea",0,0,2,0,0,0
2020-01-26,"South Korea",0,0,2,0,0,0
2020-01-27,"South Korea",2,0,4,0,1,0
2020-01-28,"South Korea",0,0,4,0,0,0
2020-01-29,"South Korea",0,0,4,0,0,0
2020-01-30,"South Korea",0,0,4,0,0,0
2020-01-31,"South Korea",7,0,11,0,1.75,0
2020-02-01,"South Korea",1,0,12,0,0.0909090909090909,0
2020-02-02,"South Korea",3,0,15,0,0.25,0
2020-02-03,"South Korea",0,0,15,0,0,0
2020-02-04,"South Korea",1,0,16,0,0.0666666666666667,0
2020-02-05,"South Korea",2,0,18,0,0.125,0
2020-02-06,"South Korea",5,0,23,0,0.277777777777778,0
2020-02-07,"South Korea",1,0,24,0,0.0434782608695652,0
2020-02-08,"South Korea",0,0,24,0,0,0
2020-02-09,"South Korea",3,0,27,0,0.125,0
2020-02-10,"South Korea",0,0,27,0,0,0
2020-02-11,"South Korea",1,0,28,0,0.037037037037037,0
2020-02-12,"South Korea",0,0,28,0,0,0
2020-02-13,"South Korea",0,0,28,0,0,0
2020-02-14,"South Korea",0,0,28,0,0,0
2020-02-15,"South Korea",0,0,28,0,0,0
2020-02-16,"South Korea",1,0,29,0,0.0357142857142857,0
2020-02-17,"South Korea",1,0,30,0,0.0344827586206897,0
2020-02-18,"South Korea",1,0,31,0,0.0333333333333333,0
2020-02-19,"South Korea",20,0,51,0,0.645161290322581,0
2020-02-20,"South Korea",53,0,104,1,1.03921568627451,1
2020-02-21,"South Korea",100,0,204,1,0.961538461538462,2
2020-02-22,"South Korea",142,1,346,2,0.696078431372549,3
2020-02-23,"South Korea",256,3,602,5,0.739884393063584,4
2020-02-24,"South Korea",161,2,763,7,0.267441860465116,5
2020-02-25,"South Korea",214,3,977,10,0.280471821756225,6
2020-02-26,"South Korea",284,2,1261,12,0.290685772773797,7
2020-02-27,"South Korea",505,1,1766,13,0.400475812846947,8
2020-02-28,"South Korea",571,0,2337,13,0.323329558323896,9
2020-02-29,"South Korea",813,4,3150,17,0.34788189987163,10
2020-03-01,"South Korea",586,1,3736,18,0.186031746031746,11
2020-03-02,"South Korea",476,4,4212,22,0.127408993576017,12
2020-03-03,"South Korea",600,6,4812,28,0.142450142450142,13
2020-03-04,"South Korea",516,4,5328,32,0.107231920199501,14
2020-03-05,"South Korea",438,3,5766,35,0.0822072072072072,15
2020-03-06,"South Korea",518,7,6284,42,0.0898369753728755,16
2020-03-07,"South Korea",483,2,6767,44,0.076861871419478,17
2020-03-08,"South Korea",367,6,7134,50,0.0542337815871139,18
2020-03-09,"South Korea",248,1,7382,51,0.0347631062517522,19
2020-03-10,"South Korea",131,3,7513,54,0.0177458683283663,20
2020-03-11,"South Korea",242,6,7755,60,0.0322108345534407,21
2020-03-12,"South Korea",114,6,7869,66,0.0147001934235977,22
2020-03-13,"South Korea",110,0,7979,66,0.0139789045622061,23
2020-03-14,"South Korea",107,6,8086,72,0.0134102017796716,24
2020-03-15,"South Korea",76,3,8162,75,0.00939896116744991,25
2020-03-16,"South Korea",74,0,8236,75,0.00906640529282039,26
2020-03-08,"Moldova",0,0,1,0,0,0
2020-03-09,"Moldova",0,0,1,0,0,0
2020-03-10,"Moldova",0,0,1,0,0,0
2020-03-11,"Moldova",2,0,3,0,2,0
2020-03-12,"Moldova",1,0,4,0,0.333333333333333,0
2020-03-13,"Moldova",0,0,4,0,0,0
2020-03-14,"Moldova",4,0,8,0,1,0
2020-03-15,"Moldova",4,0,12,0,0.5,0
2020-03-16,"Moldova",11,0,23,0,0.916666666666667,0
2020-02-27,"Romania",0,0,1,0,0,0
2020-02-28,"Romania",0,0,1,0,0,0
2020-02-29,"Romania",2,0,3,0,2,0
2020-03-01,"Romania",0,0,3,0,0,0
2020-03-02,"Romania",0,0,3,0,0,0
2020-03-03,"Romania",0,0,3,0,0,0
2020-03-04,"Romania",1,0,4,0,0.333333333333333,0
2020-03-05,"Romania",0,0,4,0,0,0
2020-03-06,"Romania",2,0,6,0,0.5,0
2020-03-07,"Romania",1,0,7,0,0.166666666666667,0
2020-03-08,"Romania",6,0,13,0,0.857142857142857,0
2020-03-09,"Romania",2,0,15,0,0.153846153846154,0
2020-03-10,"Romania",0,0,15,0,0,0
2020-03-11,"Romania",10,0,25,0,0.666666666666667,0
2020-03-12,"Romania",23,0,48,0,0.92,0
2020-03-13,"Romania",0,0,48,0,0,0
2020-03-14,"Romania",16,0,64,0,0.333333333333333,0
2020-03-15,"Romania",59,0,123,0,0.921875,1
2020-03-16,"Romania",35,0,158,0,0.284552845528455,2
2020-02-01,"Russia",0,0,2,0,0,0
2020-02-02,"Russia",0,0,2,0,0,0
2020-02-03,"Russia",0,0,2,0,0,0
2020-02-04,"Russia",0,0,2,0,0,0
2020-02-05,"Russia",0,0,2,0,0,0
2020-02-06,"Russia",0,0,2,0,0,0
2020-02-07,"Russia",0,0,2,0,0,0
2020-02-08,"Russia",0,0,2,0,0,0
2020-02-09,"Russia",0,0,2,0,0,0
2020-02-10,"Russia",0,0,2,0,0,0
2020-02-11,"Russia",0,0,2,0,0,0
2020-02-12,"Russia",0,0,2,0,0,0
2020-02-13,"Russia",0,0,2,0,0,0
2020-02-14,"Russia",0,0,2,0,0,0
2020-02-15,"Russia",0,0,2,0,0,0
2020-02-16,"Russia",0,0,2,0,0,0
2020-02-17,"Russia",0,0,2,0,0,0
2020-02-18,"Russia",0,0,2,0,0,0
2020-02-19,"Russia",0,0,2,0,0,0
2020-02-20,"Russia",0,0,2,0,0,0
2020-02-21,"Russia",0,0,2,0,0,0
2020-02-22,"Russia",0,0,2,0,0,0
2020-02-23,"Russia",0,0,2,0,0,0
2020-02-24,"Russia",0,0,2,0,0,0
2020-02-25,"Russia",0,0,2,0,0,0
2020-02-26,"Russia",0,0,2,0,0,0
2020-02-27,"Russia",0,0,2,0,0,0
2020-02-28,"Russia",0,0,2,0,0,0
2020-02-29,"Russia",0,0,2,0,0,0
2020-03-01,"Russia",0,0,2,0,0,0
2020-03-02,"Russia",0,0,2,0,0,0
2020-03-03,"Russia",1,0,3,0,0.5,0
2020-03-04,"Russia",0,0,3,0,0,0
2020-03-05,"Russia",0,0,3,0,0,0
2020-03-06,"Russia",1,0,4,0,0.333333333333333,0
2020-03-07,"Russia",3,0,7,0,0.75,0
2020-03-08,"Russia",0,0,7,0,0,0
2020-03-09,"Russia",0,0,7,0,0,0
2020-03-10,"Russia",0,0,7,0,0,0
2020-03-11,"Russia",0,0,7,0,0,0
2020-03-12,"Russia",13,0,20,0,1.85714285714286,0
2020-03-13,"Russia",14,0,34,0,0.7,0
2020-03-14,"Russia",0,0,34,0,0,0
2020-03-15,"Russia",0,0,34,0,0,0
2020-03-16,"Russia",29,0,63,0,0.852941176470588,0
2020-03-16,"Rwanda",0,0,5,0,0,0
2020-03-13,"Reunion",0,0,3,0,0,0
2020-03-14,"Reunion",2,0,5,0,0.666666666666667,0
2020-03-15,"Reunion",1,0,6,0,0.2,0
2020-03-16,"Reunion",3,0,9,0,0.5,0
2020-03-05,"Saint Barthlemy",0,0,1,0,0,0
2020-03-06,"Saint Barthlemy",0,0,1,0,0,0
2020-03-07,"Saint Barthlemy",0,0,1,0,0,0
2020-03-08,"Saint Barthlemy",0,0,1,0,0,0
2020-03-09,"Saint Barthlemy",0,0,1,0,0,0
2020-03-10,"Saint Barthlemy",0,0,1,0,0,0
2020-03-11,"Saint Barthlemy",0,0,1,0,0,0
2020-03-12,"Saint Barthlemy",0,0,1,0,0,0
2020-03-13,"Saint Barthlemy",0,0,1,0,0,0
2020-03-14,"Saint Barthlemy",0,0,1,0,0,0
2020-03-15,"Saint Barthlemy",0,0,1,0,0,0
2020-03-16,"Saint Barthlemy",2,0,3,0,2,0
2020-03-16,"Saint Lucia",0,0,1,0,0,0
2020-03-05,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-06,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-07,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-08,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-09,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-10,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-11,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-12,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-13,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-14,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-15,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-16,"Saint Martin (French part)",0,0,2,0,0,0
2020-03-13,"Saint Vincent and the Grenadines",0,0,1,0,0,0
2020-03-14,"Saint Vincent and the Grenadines",0,0,1,0,0,0
2020-03-15,"Saint Vincent and the Grenadines",0,0,1,0,0,0
2020-03-16,"Saint Vincent and the Grenadines",0,0,1,0,0,0
2020-02-29,"San Marino",0,0,1,0,0,0
2020-03-01,"San Marino",0,0,1,0,0,0
2020-03-02,"San Marino",0,0,1,0,0,0
2020-03-03,"San Marino",7,0,8,0,7,0
2020-03-04,"San Marino",0,0,8,0,0,0
2020-03-05,"San Marino",8,0,16,0,1,0
2020-03-06,"San Marino",5,0,21,0,0.3125,0
2020-03-07,"San Marino",3,0,24,0,0.142857142857143,0
2020-03-08,"San Marino",3,0,27,1,0.125,0
2020-03-09,"San Marino",10,0,37,1,0.37037037037037,0
2020-03-10,"San Marino",12,1,49,2,0.324324324324324,0
2020-03-11,"San Marino",14,0,63,2,0.285714285714286,0
2020-03-12,"San Marino",0,0,63,2,0,0
2020-03-13,"San Marino",0,0,63,2,0,0
2020-03-14,"San Marino",3,0,66,2,0.0476190476190476,0
2020-03-15,"San Marino",26,3,92,5,0.393939393939394,0
2020-03-16,"San Marino",0,0,92,5,0,0
2020-03-03,"Saudi Arabia",0,0,1,0,0,0
2020-03-04,"Saudi Arabia",0,0,1,0,0,0
2020-03-05,"Saudi Arabia",1,0,2,0,1,0
2020-03-06,"Saudi Arabia",6,0,8,0,3,0
2020-03-07,"Saudi Arabia",0,0,8,0,0,0
2020-03-08,"Saudi Arabia",3,0,11,0,0.375,0
2020-03-09,"Saudi Arabia",4,0,15,0,0.363636363636364,0
2020-03-10,"Saudi Arabia",0,0,15,0,0,0
2020-03-11,"Saudi Arabia",5,0,20,0,0.333333333333333,0
2020-03-12,"Saudi Arabia",1,0,21,0,0.05,0
2020-03-13,"Saudi Arabia",0,0,21,0,0,0
2020-03-14,"Saudi Arabia",41,0,62,0,1.95238095238095,0
2020-03-15,"Saudi Arabia",41,0,103,0,0.661290322580645,1
2020-03-16,"Saudi Arabia",0,0,103,0,0,2
2020-03-03,"Senegal",0,0,1,0,0,0
2020-03-04,"Senegal",0,0,1,0,0,0
2020-03-05,"Senegal",3,0,4,0,3,0
2020-03-06,"Senegal",0,0,4,0,0,0
2020-03-07,"Senegal",0,0,4,0,0,0
2020-03-08,"Senegal",0,0,4,0,0,0
2020-03-09,"Senegal",0,0,4,0,0,0
2020-03-10,"Senegal",0,0,4,0,0,0
2020-03-11,"Senegal",0,0,4,0,0,0
2020-03-12,"Senegal",0,0,4,0,0,0
2020-03-13,"Senegal",6,0,10,0,1.5,0
2020-03-14,"Senegal",0,0,10,0,0,0
2020-03-15,"Senegal",11,0,21,0,1.1,0
2020-03-16,"Senegal",5,0,26,0,0.238095238095238,0
2020-03-06,"Serbia",0,0,1,0,0,0
2020-03-07,"Serbia",0,0,1,0,0,0
2020-03-08,"Serbia",0,0,1,0,0,0
2020-03-09,"Serbia",0,0,1,0,0,0
2020-03-10,"Serbia",0,0,1,0,0,0
2020-03-11,"Serbia",11,0,12,0,11,0
2020-03-12,"Serbia",7,0,19,0,0.583333333333333,0
2020-03-13,"Serbia",0,0,19,0,0,0
2020-03-14,"Serbia",12,0,31,0,0.631578947368421,0
2020-03-15,"Serbia",10,0,41,0,0.32258064516129,0
2020-03-16,"Serbia",0,0,41,0,0,0
2020-03-16,"Seychelles",0,0,2,0,0,0
2020-01-24,"Singapore",0,0,1,0,0,0
2020-01-25,"Singapore",2,0,3,0,2,0
2020-01-26,"Singapore",1,0,4,0,0.333333333333333,0
2020-01-27,"Singapore",0,0,4,0,0,0
2020-01-28,"Singapore",3,0,7,0,0.75,0
2020-01-29,"Singapore",0,0,7,0,0,0
2020-01-30,"Singapore",3,0,10,0,0.428571428571429,0
2020-01-31,"Singapore",3,0,13,0,0.3,0
2020-02-01,"Singapore",3,0,16,0,0.230769230769231,0
2020-02-02,"Singapore",2,0,18,0,0.125,0
2020-02-03,"Singapore",0,0,18,0,0,0
2020-02-04,"Singapore",0,0,18,0,0,0
2020-02-05,"Singapore",6,0,24,0,0.333333333333333,0
2020-02-06,"Singapore",4,0,28,0,0.166666666666667,0
2020-02-07,"Singapore",2,0,30,0,0.0714285714285714,0
2020-02-08,"Singapore",3,0,33,0,0.1,0
2020-02-09,"Singapore",7,0,40,0,0.212121212121212,0
2020-02-10,"Singapore",3,0,43,0,0.075,0
2020-02-11,"Singapore",2,0,45,0,0.0465116279069767,0
2020-02-12,"Singapore",2,0,47,0,0.0444444444444444,0
2020-02-13,"Singapore",3,0,50,0,0.0638297872340425,0
2020-02-14,"Singapore",8,0,58,0,0.16,0
2020-02-15,"Singapore",9,0,67,0,0.155172413793103,0
2020-02-16,"Singapore",5,0,72,0,0.0746268656716418,0
2020-02-17,"Singapore",3,0,75,0,0.0416666666666667,0
2020-02-18,"Singapore",2,0,77,0,0.0266666666666667,0
2020-02-19,"Singapore",4,0,81,0,0.051948051948052,0
2020-02-20,"Singapore",3,0,84,0,0.037037037037037,0
2020-02-21,"Singapore",1,0,85,0,0.0119047619047619,0
2020-02-22,"Singapore",1,0,86,0,0.0117647058823529,0
2020-02-23,"Singapore",3,0,89,0,0.0348837209302326,0
2020-02-24,"Singapore",0,0,89,0,0,0
2020-02-25,"Singapore",1,0,90,0,0.0112359550561798,0
2020-02-26,"Singapore",1,0,91,0,0.0111111111111111,0
2020-02-27,"Singapore",2,0,93,0,0.021978021978022,0
2020-02-28,"Singapore",3,0,96,0,0.032258064516129,0
2020-02-29,"Singapore",2,0,98,0,0.0208333333333333,0
2020-03-01,"Singapore",4,0,102,0,0.0408163265306122,1
2020-03-02,"Singapore",4,0,106,0,0.0392156862745098,2
2020-03-03,"Singapore",2,0,108,0,0.0188679245283019,3
2020-03-04,"Singapore",2,0,110,0,0.0185185185185185,4
2020-03-05,"Singapore",0,0,110,0,0,5
2020-03-06,"Singapore",7,0,117,0,0.0636363636363636,6
2020-03-07,"Singapore",13,0,130,0,0.111111111111111,7
2020-03-08,"Singapore",8,0,138,0,0.0615384615384615,8
2020-03-09,"Singapore",12,0,150,0,0.0869565217391304,9
2020-03-10,"Singapore",10,0,160,0,0.0666666666666667,10
2020-03-11,"Singapore",6,0,166,0,0.0375,11
2020-03-12,"Singapore",12,0,178,0,0.072289156626506,12
2020-03-13,"Singapore",9,0,187,0,0.050561797752809,13
2020-03-14,"Singapore",13,0,200,0,0.0695187165775401,14
2020-03-15,"Singapore",12,0,212,0,0.06,15
2020-03-16,"Singapore",31,0,243,0,0.14622641509434,16
2020-03-07,"Slovakia",0,0,1,0,0,0
2020-03-08,"Slovakia",2,0,3,0,2,0
2020-03-09,"Slovakia",2,0,5,0,0.666666666666667,0
2020-03-10,"Slovakia",2,0,7,0,0.4,0
2020-03-11,"Slovakia",0,0,7,0,0,0
2020-03-12,"Slovakia",3,0,10,0,0.428571428571429,0
2020-03-13,"Slovakia",11,0,21,0,1.1,0
2020-03-14,"Slovakia",9,0,30,0,0.428571428571429,0
2020-03-15,"Slovakia",14,0,44,0,0.466666666666667,0
2020-03-16,"Slovakia",17,0,61,0,0.386363636363636,0
2020-03-05,"Slovenia",0,0,1,0,0,0
2020-03-06,"Slovenia",5,0,6,0,5,0
2020-03-07,"Slovenia",3,0,9,0,0.5,0
2020-03-08,"Slovenia",3,0,12,0,0.333333333333333,0
2020-03-09,"Slovenia",4,0,16,0,0.333333333333333,0
2020-03-10,"Slovenia",7,0,23,0,0.4375,0
2020-03-11,"Slovenia",8,0,31,0,0.347826086956522,0
2020-03-12,"Slovenia",26,0,57,0,0.838709677419355,0
2020-03-13,"Slovenia",0,0,57,0,0,0
2020-03-14,"Slovenia",84,0,141,0,1.47368421052632,1
2020-03-15,"Slovenia",0,0,141,0,0,2
2020-03-16,"Slovenia",78,0,219,0,0.553191489361702,3
2020-03-06,"South Africa",0,0,1,0,0,0
2020-03-07,"South Africa",0,0,1,0,0,0
2020-03-08,"South Africa",1,0,2,0,1,0
2020-03-09,"South Africa",1,0,3,0,0.5,0
2020-03-10,"South Africa",4,0,7,0,1.33333333333333,0
2020-03-11,"South Africa",0,0,7,0,0,0
2020-03-12,"South Africa",6,0,13,0,0.857142857142857,0
2020-03-13,"South Africa",4,0,17,0,0.307692307692308,0
2020-03-14,"South Africa",0,0,17,0,0,0
2020-03-15,"South Africa",21,0,38,0,1.23529411764706,0
2020-03-16,"South Africa",13,0,51,0,0.342105263157895,0
2020-02-01,"Spain",0,0,1,0,0,0
2020-02-02,"Spain",0,0,1,0,0,0
2020-02-03,"Spain",0,0,1,0,0,0
2020-02-04,"Spain",0,0,1,0,0,0
2020-02-05,"Spain",0,0,1,0,0,0
2020-02-06,"Spain",0,0,1,0,0,0
2020-02-07,"Spain",0,0,1,0,0,0
2020-02-08,"Spain",0,0,1,0,0,0
2020-02-09,"Spain",0,0,1,0,0,0
2020-02-10,"Spain",1,0,2,0,1,0
2020-02-11,"Spain",0,0,2,0,0,0
2020-02-12,"Spain",0,0,2,0,0,0
2020-02-13,"Spain",0,0,2,0,0,0
2020-02-14,"Spain",0,0,2,0,0,0
2020-02-15,"Spain",0,0,2,0,0,0
2020-02-16,"Spain",0,0,2,0,0,0
2020-02-17,"Spain",0,0,2,0,0,0
